id,position,name,score,ratings,category,price_range,lat,lng,address,city,state,zip_code
35630,136,CVS (7208 FM 78),4.8,15,"Everyday Essentials, Convenience, Pharmacy, Snacks",$,29.48514,-98.34657,7208 FM 78, SAN ANTONIO, TX,75038
35631,129,Mudslingers Drive - Thru Coffee,,,"Coffee and Tea, American, Breakfast and Brunch",$$,29.58551,-98.45077,2235 Thousand Oaks, San Antonio, TX,78232
35632,121,THE IMPOSSIBLE SHOP™ (STONE OAK ),4.9,15,"Burgers, Healthy, Plant Based",$$,29.64953,-98.45208,20907 Stone Oak Parkway, San Antonio, TX,78258
35633,109,Lazydaze Counterculture,,,"Coffee and Tea, American, Breakfast and Brunch",,29.51525,-98.52771,2166 Jackson Keller Road, San Antonio, TX,78213
35634,96,Williams Confectionery Crafts,,,"Sandwiches, American, Healthy",$$,29.548708,-98.344303,12107 Toepperwein Rd, San Antonio, TX,78233
35635,35,Taco Bell (11711 O'Connor Road),4.4,96,"Burritos, Fast Food, Mexican",$,29.54713,-98.3704776,11711 O'Connor Road, San Antonio, TX,78233
35636,291,Willy B's,,,Pizza,$,29.4229029,-98.4931884,100 Villita St, San Antonio, TX,78205
35637,3,Denny's (6703 Fm78),4.3,89,"American, Breakfast and Brunch, Coffee and Tea, Diner, Desserts, Salads, Steak, Sandwich, Family Meals, Healthy",$$,29.4828234,-98.3570396,6703 Fm78, San Antonio, TX,78244
35638,290,NOLA Brunch and Beingets (111 Kings Ct),,,"Breakfast and Brunch, American, Sandwiches",$,29.45294,-98.48505,111 Kings Ct, San Antonio, TX,78212
35639,289,Pizzarita's,,,"Pizza, American, Italian",$,29.424771,-98.4901666,245 E Commerce St, San Antonio, TX,78205
35640,288,Sofia’s Pizzeria,,,"Pizza, American, Italian",,29.56358,-98.47892,903 East Bitters Road, San Antonio, TX,78216
35641,287,Sanford &amp; Son Sandwiches,,,"Pizza, American, Italian",$,29.43802,-98.54174,901 NW 24th St, San Antonio, TX,78207
35642,286,Tre Enoteca,,,Italian,$$,29.579008,-98.4996156,555 W Bitters Rd, San Antonio, TX,78216
35643,284,MalDonado's Grill,,,"Mediterranean, Greek, Vegetarian, Desserts, Healthy",$,29.4561,-98.49961,2301 San Pedro Avenue, San Antonio, TX,78212
35644,285,Capos Pizzeria,,,"Italian, Pizza, Salads",,29.49014,-98.56768,4263 Northwest Loop 410, San Antonio, TX,78229
35645,283,Puerto's,,,"American, Italian, Desserts",$,29.4417,-98.47383,101 East Carson Street, San Antonio, TX,78208
35647,280,Playland Pizza,,,Pizza,$$,29.4262527,-98.4885338,400 E Houston St, San Antonio, TX,78205
35648,278,"Fratello's Ristorante, Market &amp; Deli",,,"Italian, Pasta, Comfort Food",$,29.4244899,-98.4959638,115 Plaza de Armas #107, San Antonio, TX,78205
35649,277,Truegreens,,,"Pizza, American, Italian",$,29.4417,-98.47383,101 East Carson Street, San Antonio, TX,78208
35650,276,Shisha Garden,,,"Indian, Exclusive to Eats",$$,29.625677,-98.49585,19141 Stone Oak Pkwy, San Antonio, TX,78258
35651,275,The Slippery Noodle,,,"Pizza, American, Italian",$,29.4417,-98.47383,101 East Carson Street, San Antonio, TX,78208
35652,273,El Rodeo Mexican Grill,,,Mexican,$$,29.5557962,-98.6148112,6565 Babcock Rd, San Antonio, TX,78249
35653,271,Mr. Pepperoni Pizza  (Fredericksburg Rd.),,,"Pizza, American, Italian",$,29.50447,-98.56121,5252 Fredericksburg Rd., San Antonio, TX,78229
35654,270,Wingman,,,"Pizza, American, Italian",$,29.396025,-98.481504,2620 South Presa Street, San Antonio, TX,78210
35655,269,Truegreens,,,"Pizza, American, Italian",$,29.43802,-98.54174,901 NW 24th St, San Antonio, TX,78207
35656,265,Big John's Pizza,,,"Pizza, American, Italian",$,29.5082152,-98.5543846,7806 Callaghan Rd, San Antonio, TX,78229
35658,263,In The Zone Calzones,,,"Pizza, American, Italian",$,29.43802,-98.54174,901 NW 24th St, San Antonio, TX,78207
35659,262,Other People's Pizza,,,"Pizza, American, Italian",$,29.43802,-98.54174,901 NW 24th St, San Antonio, TX,78207
35660,261,Deco pizzeria express,,,"Sandwich, Salads, Wings",,29.4057567,-98.4614838,1401 S New Braunfels Ave, San Antonio, TX,78210
35661,260,Proper,,,"Pizza, American, Italian",$,29.396025,-98.481504,2620 South Presa Street, San Antonio, TX,78210
35662,257,Fuddruckers (Botts Lane),,,"Burgers, American",$$,29.5181821,-98.4600999,8602 Botts Ln, San Antonio, TX,78217
35663,256,Beirut's Kitchen,,,"Pizza, American, Italian",$,29.396025,-98.481504,2620 South Presa Street, San Antonio, TX,78210
35664,255,Wingman,,,"Pizza, American, Italian",$,29.43802,-98.54174,901 NW 24th St, San Antonio, TX,78207
35665,254,Alamo Drafthouse (Stone Oak),,,"Burgers, American, Sandwiches",$,29.6537016,-98.4470734,22806 U.S. 281, San Antonio, TX,78258
35666,249,Rosey's Fish and Chips,,,"European, Modern European, Sandwiches",,29.42587,-98.49762,100 North Santa Rosa Street, San Antonio, TX,78207
35667,252,Luther's Cafe,,,"Breakfast and Brunch, Cafe, Sandwich",$,29.442964,-98.4944541,1503 N Main Ave, San Antonio, TX,78212
35668,248,Parry's Pizzeria &amp; Taphouse (San Antonio),,,"Pizza, American, Italian",,29.59233,-98.58992,5311 North Loop 1604 West, San Antonio, TX,78249
35669,247,Mariscos El Kora,,,"Mexican, Seafood",$$,29.5088756,-98.4105335,2367 Austin Hwy, San Antonio, TX,78218
35670,245,Saveurs,,,"European, French, Seafood",$$,29.42796,-98.48776,207 Broadway St, San Antonio, TX,78205
35672,240,NONNA Osteria,,,"Pizza, Pasta, Italian",,29.4205005,-98.4884629,401 S Alamo St, San Antonio, TX,78205
35674,232,Gus's World Famous Fried Chicken,4.7,200,"American, Fried Chicken",$$,29.41543,-98.48917,812 S. Alamo St., San Antonio, TX,78210
35675,228,Cedar Mediterranean Grill,4.4,103,Mediterranean,$$,29.52086,-98.57302,8620 Fredericksburg Road, San Antonio, TX,78240
35676,224,Southtown Pizzeria,4.9,41,"Italian, Pasta, Salads, Desserts, Seafood, Pizza",,29.4133,-98.48781,728 S Presa St, San Antonio, TX,78210
35677,220,FREAKING GOOD PIZZA (3703 Blanco Rd),,,"American, Pizza",$$,29.48089,-98.50856,3703 Blanco Rd, San Antonio, TX,78212
35678,214,Los Comales (San Antonio),,,"Mexican, Latin American, New Mexican",$,29.4481578,-98.5600671,3018 Culebra Rd, San Antonio, TX,78228
35679,213,Luby's (Las Palmas),,,"Seafood, Southern, Traditional American, American, Comfort Food",$$,29.4175839,-98.5537605,803 Castroville Rd, San Antonio, TX,78237
35680,212,La Perla Del Pacifico 410.,,,"Mexican, Seafood, Tacos",,29.51676,-98.41225,2623 Northeast Interstate 410 Loop, San Antonio, TX,78217
35681,200,The Bread Box,,,"Breakfast and Brunch, Salads, Sandwich, Desserts, Healthy",$,29.5789313,-98.4999066,555 W Bitters Rd, San Antonio, TX,78216
35682,206,Sabor Latino Restaurant,,,"Latin American, Desserts, Seafood, Chicken, Steak, Exclusive to Eats",$,29.4844512,-98.4991088,5506 San Pedro Ave, San Antonio, TX,78212
35683,188,Jet's Pizza (San Antonio),4.8,88,Pizza,$,29.6429319,-98.4891067,20079 Stone Oak Pkwy, San Antonio, TX,78258
35684,157,Center Court Pizza &amp; Brew,,,"Pizza, Pasta, Salads",,29.63511,-98.51636,20711 Wilderness Oak #113, San Antonio, TX,78258
35685,81,Cracker Barrel Old Country Store (3327 SE Military Dr.),4.5,192,"Burgers, American, Sandwiches, Family Meals",$,29.3521067,-98.434621,3327 SE Military Dr., San Antonio, TX,78223
35687,2,Frederick's Bistro,,,"European, Modern European, Seafood",$,29.5740583,-98.5445839,14439 Northwest Military Highway, San Antonio, TX,78230
35688,22,Halal Kitchen Express (427 Lombrano),,,"Middle Eastern, Halal, Mediterranean",$$,29.44186,-98.51055,427 Lombrano Street, San Antonio, TX,78207
35689,247,TCBY (5920 Broadway St),,,"Burgers, American, Sandwiches",$,29.48097,-98.46501,5920 Broadway St, San Antonio, TX,78209
35690,234,Corner Bakery (18720 Stone Oak Pkwy),4.7,166,"Breakfast and Brunch, Family Meals, Sandwich, Salads, Pasta, Cafe",$$,29.609807,-98.4911951,18720 Stone Oak Pkwy Ste 103, San Antonio, TX,78258
35691,228,BOTANERO RD LLC,,,"Ice Cream + Frozen Yogurt, Snacks, Coffee and Tea",,29.46542,-98.56647,1407 Bandera Road, San Antonio, TX,78228
35692,226,"Gollos taqueria, frutería &amp; mas ",,,"Snacks, Mexican, Comfort Food",,29.44439,-98.55203,676 North General McMullen Drive, San Antonio, TX,78228
35693,9,Bed Bath &amp; Beyond (1730 N. FM 1604 East),,,"Retail, Gift Store, Beauty Supply",$,29.60778,-98.46498,1730 N. FM 1604 East, San Antonio, TX,78232
35694,222,Anthony's Chicken,,,"Comfort Food, American, Wings",,29.41972,-98.45204,2603 East Commerce Street suite 101, San Antonio, TX,78203
35695,221,Mini Taquitos La Polla,,,"Mexican, New Mexican, Burgers",,29.46616,-98.51169,1046 West Hildebrand Avenue, San Antonio, TX,78201
35696,39,The Ice Cream Shop,4.9,15,"Desserts, Ice Cream + Frozen Yogurt",$,29.54119,-98.42045,11230 Nacogdoches Rd, San Antonio, TX,78217
35697,259,El Taco Regio (Rigsby),,,"Mexican, Tacos, Burritos",,29.39871,-98.39223,5063 Rigsby Ave., San Antonio, TX,78222
35698,152,"Matchstick Masala (427 Lombrano St,)",,,"American, Mexican, Latin American",$$,29.44191,-98.51055,427 Lombrano St, San Antonio, TX,78207
35699,62,Nora's Mexican Restaurant,,,"Mexican, Latin American, New Mexican",$$,29.36729,-98.48492,2906 Mission Road, San Antonio, TX,78214
35700,60,Pink Panda,,,"Asian, Noodles, Chicken, Nepalese, Street Food",,29.5027,-98.55908,5152 Fredericksburg Road, San Antonio, TX,78229
35701,269,Jack in the Box (870) 15037 Nacogdoches,4.3,49,"American, burger, Fast Food",$,29.5781971,-98.3732954,15037 Nacogdoches, San Antonio, TX,78247
35702,127,Fattboy Burgers &amp; Dogs,,,"Burgers, American, Sandwich",$,29.4944874,-98.5355966,2345 Vance Jackson Rd, San Antonio, TX,78213
35703,201,GiGi's Deli,5,11,"American, Sandwiches",,29.44781,-98.48766,2327 North Saint Marys Street, San Antonio, TX,78212
35705,204,Longhorn Cafe(12311 Nacogdoches Rd),4.5,39,"Burgers, American, Sandwiches",$,29.55314,-98.40581,12311 Nacogdoches Rd, San Antonio, TX,78217
35706,176,Church's Chicken (430 S. New Braunfels Ave),4.4,76,Fast Food,$,29.4148,-98.46086,430 South New Braunfels Avenue, San Antonio, TX,78203
35707,79,Freddy's Frozen Custard &amp; Steakburgers (16522 San Pedro/Hwy 281),3.8,65,"Burgers, American, Sandwiches, Desserts",$,29.59365,-98.47204,16522 San Pedro/Hwy 281, San Antonio, TX,78232
35708,63,Doña Tota (Stone Oak),4.9,111,"Mexican, Latin American",$,29.611214,-98.478822,923 N Loop 1604 E, San Antonio, TX,78232
35709,42,"Baskin-Robbins (634 Nw Loop 410, Suite 101)",4.9,16,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food",$,29.5173119,-98.5038186,634 Nw Loop 410, San Antonio, TX,78216
35710,35,Crumbl Cookies (TX - Stone Oak),4.8,132,"Bakery, Desserts, Snacks",$$,29.63788,-98.45691,20811 Highway 281 North, San Antonio, TX,78258
35711,2,Shipley Do-Nuts (10918 Wurzbach Rd),4.9,73,"Desserts, American",$,29.5411107,-98.5516559,10918 Wurzbach Rd, San Antonio, TX,78230
35712,216,Agave Azul ,,,"Mexican, Seafood",,29.44508,-98.49154,1626 McCullough Avenue, San Antonio, TX,78212
35713,215,Hacienda camilla,,,Mexican,,29.5761173,-98.4434073,14814 Jones Maltsberger Rd, San Antonio, TX,78247
35714,211,Fish Express,,,"Seafood, Fried Chicken, Wings",,29.62456089,-98.49625379,19141 Stone Oak Pkwy, San Antonio, TX,78258
35715,197,Casa Frida,,,"Mexican, Latin American, New Mexican",$,29.4129389,-98.4912912,1036 S Alamo St, San Antonio, TX,78210
35716,175,Family pizza ,,,"Pizza, Pasta",,29.34592,-98.52787,1447 West Hutchins Place, San Antonio, TX,78221
35718,122,Taqueria Los Dos Laredos,,,"Mexican, Latin American, New Mexican",$,29.3985429,-98.4005916,4703 Rigsby Ave, San Antonio, TX,78222
35719,99,Las Palapas (SE Military),4.4,74,"Mexican, Breakfast and Brunch, Snacks, Family Meals, Tacos, Chicken, Asado, Fish &amp; Seafood, Salads",$,29.3528801,-98.4432071,3039 SE Military Drive, San Antonio, TX,78223
35720,96,Las Quesabrosaz,,,"Mexican, Latin American, New Mexican",$,29.4152922,-98.4065842,909 S WW White Rd 909, San Antonio, TX,78220
35721,63,Krab Kingz San Antonio,4.7,43,"Seafood, American, Southern, Exclusive to Eats",$,29.45607,-98.49955,2301 San Pedro Avenue, San Antonio, TX,78212
35722,240,Hon Machi Korean BBQ,4,12,"Korean, Asian, BBQ, Family Meals",,29.53875,-98.58462,10222 Huebner Road, San Antonio, TX,78240
35723,220,Taquitos &amp; Panaderia West Avenue,,,"Mexican, Latin American, New Mexican",$$,29.55611,-98.39929,12734 Nacogdoches Road, San Antonio, TX,78217
35724,204,Sabores Cali-Baja Mex Grill,4.1,14,"Mexican, Salads, Burritos",,29.50510559,-98.58601643,2414 Babcock Road, San Antonio, TX,78229
35725,149,Jersey Mike's Subs (17202 Bulverde Rd),5,15,"Sandwich, American",$,29.59835,-98.41799,17202 Bulverde Road, San Antonio, TX,78247
35727,121,El San Luis Mexican Restaurant,,,"Mexican, Latin American, New Mexican",$$,29.51056,-98.40559,4455 Walzem Rd, San Antonio, TX,78218
35728,108,"Red Robin, 363 (1750 N Loop 1604 E, Ste 102)",4.6,40,"American, burger, Sandwich, Family Friendly",$,29.6070872,-98.4637349,1750 N Loop 1604 E Ste 102, San Antonio, TX,78232
35729,116,Long John Silver's (11611 West Avenue),4.2,77,"Seafood, Chicken, Family Meals, Fish and Chips, American",$$,29.545723,-98.5101069,11611 West Avenue, San Antonio, TX,78213
35730,89,Las Palapas (Churchill),4.8,113,"Black-owned, Mexican, Salads, New Mexican, Healthy, Family Meals",$$,29.5484993,-98.5097242,11860 Blanco Rd., San Antonio, TX,78216
35731,82,Good As Cluck (702 NW Loop 410),,,"American, Burgers, Wings",$$,29.5198,-98.50378,702 NW Loop 410, San Antonio, TX,78216
35732,28,Auntie Anne's (6301 NW Loop 410 Space KL11),,,"Bakery, Comfort Food, Desserts, Pretzel, Family Meals",$,29.4690176,-98.621036,6301 NW Loop 410 Space KL11, San Antonio, TX,78238
35734,1,Man vs Fries (SAT02-1),4.6,29,"Mexican, Desserts",$,29.57526406,-98.41811081,14730 Bulverde Road, San Antonio, TX,78247
35735,168,La Fogata (San Antonio),,,"Mexican, Latin American, New Mexican",$$,29.49591247,-98.53529034,2427 Vance Jackson Road, San Antonio, TX,78213
35736,165,Palenque Grill (La Cantera),5,19,"Mexican, Latin American, New Mexican, Seafood, Steak, Chicken, Family Meals, Family Friendly",$$,29.592398,-98.6113062,15900 La Cantera Pkwy, San Antonio, TX,78256
35738,53,La Marginal,,,"Burgers, Chicken, Sandwich",$,29.5178867,-98.4510356,2447 Nacogdoches Rd, San Antonio, TX,78217
35739,13,7-Eleven (12210 Nacogdoches Rd),4.7,85,"Convenience, Everyday Essentials, Snacks, Home &amp; Personal Care, Alcohol",$,29.55069,-98.4067,12210 Nacogdoches Rd, San Antonio, TX,78233
35740,142,Takos chaires,,,"Mexican, Latin American, New Mexican",$,29.4748363,-98.5372289,3441 Fredericksburg Road, San Antonio, TX,78201
35742,110,Total Wine &amp; More (125 NW Loop 410 Ste 260),4.8,23,"Liquor Stores, Alcohol, Wine",$,29.52356,-98.49522,125 NW Loop 410 Ste 260, San Antonio, TX,78216
35743,102,Mandarin Express (508 Chestnut St),,,"Asian, Chinese",$,29.42669,-98.47906,508 Chestnut, San Antonio, TX,78202
35744,101,MOD Pizza (Vineyard),4.8,64,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly, Family Friendly",$,29.609836,-98.514488,1435 N Loop 1604 W, San Antonio, TX,78258
35745,100,Pei Wei (508 Chestnut St),,,"Asian, Chinese",$,29.42669,-98.47906,508 Chestnut, San Antonio, TX,78202
35747,225,Pesto Ristorante (Downtown),,,"Mexican, Latin American, New Mexican, Pasta",$,29.42632,-98.49102,204 East Houston Street, San Antonio, TX,78205
35748,222,Mi Cocinita Restaurant,,,"Mexican, Latin American, New Mexican",$,29.356044,-98.4479605,2711 Lasses Blvd, San Antonio, TX,78223
35749,198,Bun and Meat Burgers,,,"Burgers, American, Sandwiches",$,29.5783969,-98.3737365,15033 Nacogdoches Rd, San Antonio, TX,78247
35750,160,"Indian Spice Lane (220 Broadway,)",4.5,34,"Indian, Pakistani, Indian Curry, Vegetarian, Vegan",$,29.42816,-98.48725,220 Broadway, San Antonio, TX,78205
35751,109,The Last Slice,4.5,19,Pizza,,29.52709,-98.43985,3021 MacArthur View, San Antonio, TX,78217
35753,211,The Ice Cream Shop,,,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food",$,29.4973,-98.3837,5203 Eisenhauer Rd, San Antonio, TX,78218
35754,208,Pesto Ristorante - Olmos Park,,,"Italian, Pasta, Comfort Food",$,29.47882,-98.491857,5221 McCullough Ave, San Antonio, TX,78212
35755,206,The Big Melt (110 East Crockett),,,"Sandwiches, American, Cheese",$,29.42499,-98.48766,110 East Crockett, San Antonio, TX,78205
35756,205,Grilled Cheese Society (110 East Crockett),3.9,20,"Sandwiches, American, Cheese",$,29.42499,-98.48766,110 East Crockett, San Antonio, TX,78205
35757,203,Stroop Club (427 Lombrano St),,,"Desserts, Snacks, Comfort Food",$,29.44191,-98.51055,427 Lombrano St, San Antonio, TX,78207
35759,179,Marble Slab Creamery,,,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts",$,29.6098315,-98.5328164,2506 Ox Eye Trail, San Antonio, TX,78258
35761,155,Freshest Ice Creams,,,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts",,29.51299,-98.55146,8053 Callaghan Road, San Antonio, TX,78230
35762,135,Pollos asados el rey,,,"Comfort Food, American, Chicken",$$,29.43952426,-98.45820053,1704 Interstate 35 Frontage Road, San Antonio, TX,78208
35763,124,Shipley Donuts (1134 Culebra),4.8,73,"Breakfast and Brunch, American, Sandwiches",$,29.444836,-98.525707,1134 CULEBRA RD, San Antonio, TX,78201
35764,89,It's Just Wings (8502 Broadway Street),4.5,16,"American, Comfort Food",$$,29.51745,-98.46329,8502 Broadway Street, San Antonio, TX,78217
35765,69,Jack in the Box (4723) 21034 Us Hwy 281 N.,4.2,64,"American, burger, Fast Food",$,29.6389554,-98.4542333,21034 Hwy 281 N., San Antonio, TX,78258
35766,41,Charleys Cheesesteaks - North Star Mall,4.6,41,"Sandwiches, American, Healthy",$,29.5183302,-98.4962833,7400 San Pedro Ave Ste FC-8, San Antonio, TX,78216
35767,35,Golden Chick (22002 Hwy 281 N),4.5,48,"American, Salads, Fried Chicken, Family Meals, Healthy",$,29.64705678,-98.45019029,22002 Hwy 281 N, San Antonio, TX,78259
35769,32,Taco Bell (8040 Pat Booker),4.9,38,"Burritos, Fast Food, Mexican",$,29.561241,-98.330609,8040 Pat Booker, San Antonio, TX,78233
35771,29,Five Guys TX-4035 20811 US Hwy 281 N,4.7,69,"American, Burgers, Comfort Food",$,29.6380906,-98.4570633,20811 U.S. Hwy 281 N, San Antonio, TX,78258
35773,147,Grady's Bar-B-Que (San Antonio),4.4,50,"American, BBQ, Southern, Comfort Food",$,29.4485176,-98.4274971,3619 I-35, San Antonio, TX,78219
35774,127,Subway (8521 Perrin Beitel),4.5,17,"Fast Food, Sandwich, American",$,29.51705,-98.4118,8521 Perrin Beitel, San Antonio, TX,78217
35775,120,KFC  (2907 Thousand Oaks Drive),4.4,71,"American, Fast Food, wings",$,29.57803,-98.44094,2907 Thousand Oaks Drive, San Antonio, TX,78247
35776,106,Longhorn Cafe (3150 Southeast Military Drive ),4.4,101,"Burgers, American, Sandwiches",$,29.3493662,-98.4357915,3150 Southeast Military Drive Ste 106, San Antonio, TX,78223
35777,80,Wendy's  (16611 NACOGDOCHES),4.6,58,"American, Burgers, Fast Food",$,29.59156,-98.353179,16611 NACOGDOCHES, SAN ANTONIO, TX,78247
35778,78,Taco Cabana (1253 Austin Hwy),4.3,40,"Mexican, Tex Mex, Breakfast and Brunch, Family Meals",$,29.4894334,-98.444029,1253 Austin Hwy, San Antonio, TX,78209
35779,74,Panda Express (1446 Austin Hwy.),4.6,200,"Asian, Chinese, Family Meals, Group Friendly",$,29.4925242,-98.4353117,1446 Austin Hwy., San Antonio, TX,78209
35780,49,Dairy Queen (11734 West Ave),4.4,119,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American",$,29.5473141,-98.5074203,11734 West Ave, San Antonio, TX,78216
35781,45,Shipley Do-Nut (2815 N. Loop 1604 E Suite 101),4.7,41,Middle Eastern,$,29.603971,-98.444405,2815 N. Loop 1604 E, San Antonio, TX,78259
35783,36,IHOP (6831 North Loop 1604 East),4.6,69,"American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Meals, Family Friendly",$,29.5942214,-98.3522684,6831 North Loop 1604 East, San Antonio, TX,78266
35784,243,Loaded Baked Potatoes,,,"Burgers, American, Sandwiches",$,29.57823,-98.37368,15033 Nacogdoches Rd, San Antonio, TX,78247
35785,238,Elotitos Corn Bar,,,"Comfort Food, American, Burgers",,29.463318,-98.52532,1933 Fredericksburg Road, San Antonio, TX,78201
35786,223,Andres Food Truck,,,"Mexican, Latin American, New Mexican, Tacos, Burgers, Tex Mex, Hot Dog, Comfort Food",,29.3978,-98.53108,2625 South Zarzamora Street, San Antonio, TX,78207
35787,220,Franklin Jack,,,"Burgers, American, Sandwiches",,29.599312,-98.402658,4951 Bending Trail, San Antonio, TX,78247
35788,221,Demo's Greek Food (St. Mary's),4.5,80,"Mediterranean, Greek, Salads",$,29.44937,-98.488,2501 N Saint Marys St, San Antonio, TX,78212
35789,211,Ritas on the River,,,"Mexican, Tex Mex, Salads, Healthy",$,29.4247766,-98.4901863,245 E Commerce St Ste 100, San Antonio, TX,78205
35790,207,Lucky Lizard Sports Bar,,,"American, Burgers, Wings",,29.42389,-98.48974,302 East Commerce Street, San Antonio, TX,78205
35791,205,Burgerteca,,,"Mexican, Latin American, New Mexican",$,29.4062328,-98.4938076,403 Blue Star St 105, San Antonio, TX,78204
35792,203,The Hangar,,,"Burgers, American, Sandwiches",$,29.5115882,-98.4666149,8203 Broadway, San Antonio, TX,78209
35793,202,Caliente Grill (Broadway),,,"Mexican, Latin American, New Mexican",$,29.43395,-98.480628,930 Broadway St., San Antonio, TX,78215
35794,194,Gibby's Ice House (E. Military),,,"Burgers, Pizza",,29.35153918,-98.45423927,2402 Southeast Military Drive, San Antonio, TX,78223
35795,187,The Lone Star Food Truck,,,"Burgers, American, Sandwiches",,29.53145,-98.56029,9900 Wurzbach Road, San Antonio, TX,78230
35796,182,Project Pollo (South San Pedro),4.6,33,"Comfort Food, American, Chicken",$,29.43585,-98.49631,303 San Pedro Avenue, San Antonio, TX,78212
35797,181,Tacos El Regio (427 Lombrano St.),4.3,52,"Mexican, Latin American, New Mexican",,29.44195,-98.510414,427 Lombrano Street, San Antonio, TX,78207
35798,178,Project Pollo (North San Pedro),4.8,29,"Burgers, American, Sandwiches",$,29.5274,-98.49899,9519 San Pedro Avenue, San Antonio, TX,78216
35799,167,Indacouch Grub (427 Lombrano Street),,,"American, Burgers",$$,29.44191,-98.51055,427 Lombrano Street, San Antonio, TX,78245
35800,158,Golden Chick (2503 SE Military Dr),4.6,48,"Wings, American, Fast Food, Family Meals, Burgers",$,29.3523775,-98.4532359,2503 SE Military Dr, San Antonio, TX,78223
35801,131,La Terrazita,,,"Mexican, Fast Food, Fruit",,29.47603,-98.58211,4823 Evers Rd, San Antonio, TX,78228
35802,150,Saltgrass (2885 Cinema Ridge),4.5,93,"Seafood, American, Southern, Healthy, Desserts, Alcohol",$$$,29.4626881,-98.6199471,2885 Cinema Ridge, San Antonio, TX,78238
35803,42,Radickes Bluebonnet Grill,,,"Italian, Pasta, Comfort Food",$$,29.4346,-98.40578,237 North Ww White Road, San Antonio, TX,78219
35804,15,MrBeast Burger (SAT02-1),4.5,79,"American, Burgers, Chicken",$,29.5756,-98.41869,14730 Bulverde Road, San Antonio, TX,78247
35805,252,Chipotle Mexican Grill (7322 Jones Maltsberger Rd Ste 206),4.7,104,"Healthy, Mexican",$,29.498136,-98.4801676,7322 Jones Maltsberger Rd Ste 206, San Antonio, TX,78209
35807,224,El Itacate Tacos,,,"Mexican, Latin American, New Mexican",$,29.39004,-98.52116,2501 Nogalitos, San Antonio, TX,78225
35808,92,Tlahco Mexican Kitchen,,,"Mexican, Latin American, New Mexican, Family Meals",$,29.5005633,-98.4988411,6702 San Pedro Ave, San Antonio, TX,78216
35809,78,Taco Guadalajara Mexican Restaurant,,,"Mexican, Spanish, Latin American, Exclusive to Eats",$,29.483769,-98.396583,4838 Rittiman Road, San Antonio, TX,78218
35810,152,Baby Taco,,,Mexican,,29.515034,-98.465986,8343 Broadway St, San Antonio, TX,78209
35811,151,Firehouse Wings,,,"Wings, American, Fast Food",$$,29.57842,-98.3738,15033 Nacogdoches Rd, San Antonio, TX,78247
35813,150,Mirrey Grill,,,"Tacos, Fast Food",,29.60907,-98.50492,23803 Calico Chase, San Antonio, TX,78258
35814,136,The Burger Den (6703 Fm78),4.2,21,"American, Burgers, Comfort Food, Vegetarian Friendly, Fast Food",$$,29.48283,-98.35703,6703 Fm78, San Antonio, TX,78244
35815,122,Alfonso's Tamales,,,"Mexican, Latin American, New Mexican",,29.402283,-98.387522,2000 S East Loop 410 Ste 103, San Antonio, TX,78220
35816,70,DoughBoy,,,"Pizza, American, Italian",,29.4354,-98.48164,1009 Avenue B, San Antonio, TX,78215
35817,34,Subway (1171 AT&amp;T CENTER PARKWAY),,,"Burgers, American, Sandwiches",$$,29.44084,-98.43797,1171 AT&amp;T CENTER PARKWAY, SAN ANTONIO, TX,78219
35818,19,Damasco Mediterranean Buffet,,,"Mediterranean, Greek, Vegetarian",,29.49685,-98.55707,4841 Fredericksburg Road, San Antonio, TX,78229
35819,13,Pasha Mediterranean Grill (N Loop 1604),4.5,173,"Mediterranean, Greek, Family Friendly",$$,29.6094081,-98.5115308,1207 TX-1604 Loop, San Antonio, TX,78258
35820,243,7-Eleven (5603 N Foster Rd),4.9,115,"Convenience, Everyday Essentials, Snacks, Home &amp; Personal Care, Alcohol",$,29.479444,-98.361208,5603 N Foster Rd, San Antonio, TX,78244
35822,230,Chef’s table Mediterranean grill,,,"Mediterranean, Soup, Salads, Kebab",,29.49112,-98.56955,1546 Babcock Road, San Antonio, TX,78229
35823,218,Lindo Jalisco Grill,,,"Latin American, Mexican, Vegetarian, Healthy",$,29.5188518,-98.5723501,8434 Fredericksburg Rd, San Antonio, TX,78229
35824,158,Golden Corral (1025 Se Military Road),4.7,19,"American, Comfort Food, Seafood",$,29.356944,-98.483762,1025 Se Military Road, San Antonio, TX,78214
35825,13,Express Pie Parlor (8132 Fredericksburg Rd),,,"Pizza, Italian, American, Chicken, BBQ",$,29.51551,-98.57069,8132 Fredericksburg Rd, San Antonio, TX,78229
35826,146,Dairy Queen (8099 Village Oak Dr),4.4,115,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American",$,29.559685,-98.3300346,8099 Village Oak Dr, San Antonio, TX,78233
